person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
16081,,A,A,,F,,,D,A,A,D,D,A,A,D,D
16082,D,,,D,F,F,A,A,A,D,A,A,D,,A,D
16086,A,A,A,A,D,A,A,,A,A,A,A,,,,F
16087,A,D,A,A,D,A,,A,D,A,,,A,A,D,A
16089,A,A,A,D,A,D,,,,,A,,A,,A,
16091,A,D,A,D,A,A,F,,D,D,D,A,A,C,,D
16092,A,D,D,A,A,A,,A,A,A,,D,A,A,D,D
16093,D,A,F,D,A,A,A,,D,A,D,,A,A,D,D
16095,A,A,A,,D,,D,,F,A,A,F,A,A,,A
16096,D,A,F,D,A,,,D,,D,D,A,A,F,D,
16099,D,A,,F,D,,,D,D,D,A,,F,F,,D
16100,A,C,,A,D,,A,,F,A,A,A,D,A,A,A
16101,A,D,D,A,A,A,F,F,A,F,D,A,D,A,A,D
16104,,D,A,,D,,A,D,,A,A,A,A,D,D,A
16105,A,,,A,A,D,A,A,,D,A,C,,D,A,D
16107,F,,F,A,A,A,A,A,A,D,F,D,A,,A,D
16108,F,F,A,A,D,D,A,A,A,A,,,A,D,D,A
16109,,D,,A,A,D,D,A,A,,A,D,A,A,A,A
16111,A,,,,D,A,F,D,D,A,A,D,A,,A,A
16115,A,A,D,D,D,D,A,A,D,A,A,,A,A,,A
16116,A,,D,,A,A,A,A,,,,A,F,,A,
16117,,,D,A,D,,A,D,D,D,A,,D,A,F,D
16118,A,A,,A,,A,A,A,A,A,D,D,A,A,A,A
16122,,A,A,D,A,A,,D,D,A,A,A,A,,A,F
16125,D,A,A,D,,D,D,A,A,A,A,D,D,A,A,A
16129,F,A,A,D,C,D,A,,A,D,,,A,A,A,
16131,,A,D,D,,,D,D,,,A,A,D,,,A
16133,D,A,D,,A,F,,D,,A,D,D,D,F,A,A
16136,D,D,A,,,F,A,A,D,A,A,F,A,D,A,A
16137,A,A,A,A,,A,A,D,A,,A,,A,A,A,
16139,,D,A,F,,,,,C,,A,,D,D,,D
16140,A,D,A,A,A,A,D,A,F,,A,D,A,,A,D
16141,D,D,A,A,,,A,D,D,,,,A,,,D
16143,A,A,A,D,,,D,A,A,A,D,A,A,A,A,A
16145,A,,,A,F,D,D,A,,D,A,D,A,,D,A
16146,A,D,A,A,A,A,,A,D,F,D,A,A,,A,
16149,D,D,A,A,A,A,A,D,D,D,D,,A,A,A,A
16150,,,D,D,A,,,,A,A,,A,,A,A,A
16151,A,,A,A,A,D,,A,A,F,D,D,F,D,,D
16152,A,,F,A,F,A,A,D,,,A,A,,,D,A
16154,A,F,D,A,D,,,A,A,D,D,A,D,D,,D
16155,F,,D,,,D,F,F,F,D,F,A,F,D,,A
16158,D,D,D,,A,,D,F,,A,A,A,D,A,D,
16159,A,A,D,A,A,A,A,A,D,F,A,D,F,A,F,F
16160,D,A,A,D,A,,D,,,F,A,,D,A,A,A
16161,D,,D,D,,,A,D,A,D,F,,A,A,C,
16163,A,,A,,D,A,,F,A,D,A,A,D,A,A,A
16165,,F,A,D,,,,,A,A,D,D,D,A,A,A
16166,A,A,D,,A,D,A,D,A,D,,D,D,D,A,D
16169,A,A,,D,A,A,A,A,A,A,A,D,A,A,D,D
16171,A,A,A,A,,D,,D,D,,A,A,D,A,,F
16172,D,,F,,A,A,F,F,A,A,,C,A,D,,
16173,A,A,A,D,,A,D,A,,D,D,A,D,A,A,D
16174,A,,A,,A,,A,A,D,,,A,,A,C,D
16175,A,D,A,,A,A,A,A,A,D,A,A,,A,A,A
16177,D,A,D,A,D,A,D,D,A,A,D,D,C,A,A,A
16179,D,,A,,C,D,A,A,F,D,A,D,A,A,,A
16181,D,A,D,,,A,A,,A,D,,D,A,D,,
16183,A,D,A,A,D,A,A,D,A,,A,D,,A,,D
16184,A,A,D,D,A,F,A,,A,D,F,A,D,A,D,
16188,A,D,D,D,A,A,D,D,D,F,,D,D,D,D,D
16190,A,A,A,A,,F,D,D,A,D,A,A,D,,A,A
16191,A,D,D,A,A,A,A,C,D,A,A,D,D,,D,A
16193,A,D,A,D,,F,A,D,A,A,,D,A,,A,
16196,D,,A,A,A,D,D,A,F,F,A,A,,C,A,A
16197,D,,A,A,F,,D,D,D,A,A,A,A,D,D,F
16198,A,D,,A,D,,A,C,D,,A,A,D,F,F,F
16201,D,,A,A,A,A,A,,A,,D,F,A,A,A,F
16202,A,A,A,F,D,A,A,F,A,A,A,D,A,D,,
16203,A,D,A,,D,A,A,A,,A,A,D,A,,F,A
16206,C,A,A,D,,A,,A,D,A,A,A,A,A,,D
16207,A,A,A,,D,D,D,A,,A,D,C,C,A,F,A
16209,,,A,A,,D,A,A,D,A,D,A,D,A,A,A
16211,,D,A,D,,D,D,,D,D,D,,,,D,D
16212,A,D,A,A,A,A,,D,D,C,D,A,D,A,F,A
16216,A,,,A,A,D,A,,C,A,A,D,,A,D,A
16217,A,,C,F,D,A,D,D,A,A,A,A,,D,A,A
16220,D,A,A,A,,,A,D,,A,A,A,A,,A,A
16221,A,D,A,D,A,A,A,A,A,D,A,D,A,,C,A
16222,,A,D,D,A,A,D,A,D,A,D,F,D,A,D,D
16226,,A,,,D,A,D,F,A,A,A,A,D,A,A,
16227,D,F,A,A,A,,F,D,,D,A,F,A,A,A,
16231,,D,,A,A,A,D,A,A,,A,A,A,,,
16233,D,D,A,A,D,F,F,D,A,D,D,,A,D,A,
16234,C,A,D,D,,A,,,A,D,A,A,,F,A,D
16236,,D,A,D,A,,A,D,D,A,F,,D,A,A,A
16237,A,D,A,D,,D,D,,,A,F,A,A,D,A,F
16247,D,A,D,A,A,,A,A,,A,,D,A,A,D,A
16248,A,,D,A,A,D,A,,A,D,A,A,A,D,D,F
16249,D,A,,F,A,D,A,A,D,D,F,D,,D,,D
16251,A,A,,A,A,D,F,D,,A,D,,,A,A,D
16253,,D,A,F,A,A,,A,D,,,,D,D,A,D
16254,A,A,A,,A,,A,D,A,D,D,D,F,,A,A
16255,D,C,F,,A,D,A,,A,A,F,F,D,,A,F
16257,A,A,A,D,D,,,,D,A,A,,A,,A,A
16260,D,D,A,D,D,A,,A,D,,F,F,A,A,D,
16261,,A,A,A,A,A,,A,A,A,D,A,F,F,A,A
16262,D,C,A,A,C,A,D,D,,A,A,A,F,A,,A
16263,F,,A,A,,,,A,C,F,D,F,A,A,D,D
16265,A,,A,F,D,A,A,F,A,,A,,A,D,A,A
16266,,C,A,A,D,A,,D,,,A,D,D,A,A,A
16267,A,A,A,,A,D,F,,D,A,A,D,A,A,A,A
16268,,F,D,D,D,D,A,,A,D,A,A,D,A,A,
16269,A,A,,A,,A,A,F,C,F,D,A,,D,F,D
16270,D,F,A,A,A,F,A,D,D,A,D,A,A,D,A,A
16272,A,A,A,,A,A,A,F,A,D,A,D,D,D,D,
16274,A,A,D,D,A,F,A,,D,A,A,A,A,,A,D
16275,A,A,D,,A,A,D,A,F,F,F,A,D,A,F,D
16276,A,A,F,D,D,A,D,A,A,A,A,A,,,D,A
16277,A,,,,A,D,A,A,,,A,A,A,,D,A
16278,A,,,A,A,D,A,,D,D,,A,,A,,F
16280,A,F,A,A,A,,D,A,A,D,F,A,A,A,,F
16281,F,A,A,A,A,,D,,A,A,A,D,D,,D,
16282,D,D,,,A,,A,A,C,D,D,D,A,D,A,D
16283,,A,A,,A,,D,A,A,D,A,A,,F,D,A
16284,D,F,A,A,D,,A,A,A,A,D,D,A,D,,A
16285,A,,A,A,A,F,D,A,D,F,,D,,A,D,D
16286,,F,D,,F,A,A,A,D,D,,D,,F,D,F
16287,D,,A,A,A,D,A,D,A,A,,,A,,F,A
16288,,D,A,D,A,,A,A,,A,A,F,A,,F,A
16289,A,,A,A,,,A,A,A,A,,A,A,D,D,D
16290,F,A,,,A,A,A,A,A,A,D,A,A,A,A,
16296,A,,A,F,C,D,D,,F,D,D,A,,,A,A
16297,A,A,D,F,A,A,A,D,D,D,A,D,A,D,D,A
16300,F,D,,D,A,D,,A,A,A,A,A,F,A,D,A
16301,,A,A,,,A,A,D,,D,D,,A,D,D,A
16305,F,A,A,A,D,A,A,A,A,,A,D,D,A,D,A
16306,A,C,A,,,D,A,D,A,D,D,A,,A,A,A
16309,D,A,D,A,,A,D,A,A,D,A,D,,A,A,
16310,F,,A,,D,F,A,A,,A,A,A,A,D,F,D
16311,A,A,,D,,A,,A,F,D,D,,,A,,D
16312,,A,A,A,,A,A,A,D,A,D,,A,A,D,D
16314,A,D,D,A,A,D,,D,A,A,,,D,D,,
16316,D,,,A,D,F,D,A,D,A,,,D,,F,D
16317,D,A,,,,A,F,A,A,D,D,,A,A,A,A
16319,A,,,A,D,A,,A,A,A,,D,D,,D,F
16321,,A,,,,A,A,A,A,D,,,A,,A,D
16323,,,D,A,D,F,,,F,A,D,A,A,D,,D
16325,A,D,,,A,D,F,A,,D,,A,,A,A,D
16326,F,D,A,A,A,,F,,D,F,,A,A,C,,A
16328,,,,A,D,D,D,A,A,D,,A,,A,A,
16332,,F,A,D,D,A,,,,A,,D,D,A,A,A
16333,,A,A,D,A,A,A,F,A,D,A,F,A,,,D
16335,A,,A,A,,D,A,,A,A,A,A,,,,D
16336,A,D,A,F,A,A,A,A,D,A,,D,,D,D,A
16338,A,A,A,A,,D,A,F,F,,,F,D,F,,
16341,,A,D,,A,,A,,D,D,D,D,A,D,,D
16342,A,A,A,A,A,F,,A,F,A,,D,D,A,D,A
16344,D,D,D,A,A,,A,D,D,A,D,A,A,D,A,
16345,,,A,A,A,A,A,F,,D,F,A,,,D,D
16346,A,A,A,A,A,D,F,A,A,A,D,A,F,D,F,A
16347,,D,A,,F,F,A,A,D,,F,D,,D,A,
16348,D,D,A,A,D,D,A,,A,D,F,,A,,A,D
16350,A,,,A,A,,A,A,A,,A,F,F,,,A
16351,,A,,D,F,A,A,,A,,A,D,A,A,,A
16352,D,D,D,A,F,A,A,A,F,A,A,A,A,A,A,A
16354,A,D,A,D,A,A,A,D,A,D,D,,A,A,,A
16355,C,A,A,,A,A,,D,D,C,A,,,F,A,A
16356,A,A,A,A,D,C,A,D,,,,C,A,C,A,D
16359,A,A,A,D,D,A,A,A,D,,A,F,A,,A,A
16360,,D,A,D,C,A,,,D,D,,,F,D,F,
16361,,A,,A,D,A,A,A,D,,A,F,A,A,D,
16362,,A,A,A,D,D,A,,A,A,F,D,,A,A,A
16367,F,F,F,A,A,F,A,D,D,D,,F,,A,D,A
16369,,D,F,A,A,A,A,A,A,A,,D,F,C,A,A
16371,A,,,,F,F,D,A,D,A,,A,F,A,A,A
16376,,A,,A,A,,A,C,A,D,A,A,D,A,A,A
16377,D,D,D,A,A,D,,D,F,A,,A,,D,A,D
16379,A,A,D,A,D,A,,,A,A,,,,,A,D
16384,,,A,D,A,D,,A,A,A,A,F,A,A,D,
16386,A,,D,A,A,A,A,,,A,,D,A,A,A,
16387,,A,A,A,A,,A,D,A,D,A,A,A,A,A,A
16389,A,D,A,D,D,,,F,,D,F,A,A,,A,A
16390,A,D,A,D,,A,A,,D,A,F,C,A,A,A,D
16392,,,,,A,,,D,,D,A,A,A,D,A,
16393,,D,,A,C,,D,F,A,,,D,,D,,A
16394,,D,D,D,,,A,,D,A,,A,A,D,A,D
16397,D,A,A,A,D,A,F,,A,A,,D,,,,D
16398,A,,,A,A,A,,A,A,A,,D,,,A,
16399,D,,A,D,D,A,C,F,D,A,A,,A,A,D,D
16402,A,D,A,A,,A,A,A,F,A,A,,F,A,A,A
16404,,A,A,D,A,A,D,,C,D,A,A,D,A,D,A
16405,F,A,D,,A,F,A,,A,A,A,A,A,,A,
16407,A,A,A,A,A,C,A,A,A,F,A,D,A,,C,D
16408,F,D,D,D,D,F,,D,,D,,A,D,D,,
16409,D,A,A,,D,D,A,D,,A,A,F,A,D,A,A
16411,D,D,D,D,A,A,D,,A,,D,A,A,A,A,A
16413,A,F,A,,A,A,D,D,F,A,A,A,,A,,
16416,A,A,A,D,A,,,A,,D,,A,A,A,D,A
16418,D,A,D,D,A,A,D,A,A,,A,A,A,F,,D
16420,D,,A,,A,A,D,A,D,D,D,D,A,,F,D
16421,A,A,,A,D,,A,D,A,D,D,,A,A,A,A
16422,,A,A,A,A,A,D,A,,A,A,D,D,,F,A
16423,,F,D,A,A,A,A,A,F,A,A,A,A,A,A,D
16425,,A,D,D,,A,D,D,A,A,A,,C,A,D,D
16426,D,D,D,D,D,D,A,D,A,,A,F,D,,F,A
16428,D,C,A,A,D,,A,D,A,D,F,D,A,A,A,F
16429,A,A,,,,,A,A,D,,A,,A,D,D,
16431,,A,,,F,A,D,A,A,F,D,A,,,D,D
16432,A,A,A,F,A,,A,A,D,,A,A,D,F,A,A
16433,A,D,A,D,F,A,A,D,D,D,,D,A,A,D,D
16437,A,A,A,,D,A,,A,A,A,A,A,A,A,,A
16438,A,F,A,D,D,,,A,D,A,D,,F,A,,
16440,D,A,A,C,A,,D,,,A,D,A,A,,D,
16441,A,A,D,D,A,,D,A,D,A,A,A,A,D,,A
16442,,D,,C,A,A,F,D,D,D,D,F,D,D,A,
16444,A,A,,D,C,A,A,D,A,A,A,A,A,A,A,A
16445,,D,A,A,A,A,D,,,A,,A,A,A,,A
16446,F,A,A,A,,A,F,,D,D,,,D,A,A,A
16447,A,A,D,F,A,C,F,A,A,D,A,A,A,,,A
16448,A,,,,A,A,A,D,,D,A,A,,A,F,A
16454,,A,D,D,A,D,A,A,,A,,D,F,A,,A
16456,A,,A,A,A,A,A,A,A,,D,A,,A,A,A
16457,,D,D,A,F,D,,D,,A,,D,A,,A,D
16459,F,D,A,A,A,D,A,D,D,A,A,,D,A,,A
16460,A,A,A,A,A,A,,A,A,,D,D,F,A,F,A
16461,A,D,,A,A,A,D,A,,D,D,,A,D,F,A
16462,,A,A,A,A,,,C,D,D,,D,A,,A,A
16464,A,A,A,D,D,A,C,,A,A,A,A,D,D,A,F
16466,,A,F,D,D,A,A,F,A,D,D,D,,A,D,
16467,,F,C,D,,A,A,A,F,,D,D,A,D,A,
16469,A,,A,A,,A,A,A,,D,D,,A,D,A,
16470,A,D,D,D,A,D,A,D,A,A,A,D,A,D,D,D
16476,A,,,,D,A,A,D,,D,D,D,A,C,,F
16479,F,A,F,D,,A,A,F,,,D,,F,F,A,A
16480,D,A,D,A,A,F,F,,A,A,A,A,A,C,F,A
16481,,A,A,D,,A,A,A,,D,A,A,A,A,A,
16482,,,A,,C,A,D,D,D,A,A,D,F,,A,
16484,A,D,A,D,,D,A,,A,,A,A,A,,D,D
16485,A,D,F,A,,D,,,A,A,A,A,A,F,D,D
16486,A,,A,A,,,F,D,A,D,D,A,,A,F,A
16488,F,A,D,D,,A,D,,D,A,,A,A,A,D,A
16489,A,A,F,D,A,A,D,A,A,D,A,A,D,,C,A
16490,D,F,A,A,A,A,C,D,D,,A,,C,D,A,D
16491,,F,A,F,D,A,D,D,D,F,D,A,A,D,A,D
16492,A,A,A,A,F,A,A,A,F,A,,,A,,D,A
16493,A,D,,C,D,A,F,D,D,,,A,D,A,A,D
16494,A,A,,F,,D,A,A,A,A,D,D,D,F,D,A
16495,D,A,D,A,A,A,A,D,,A,A,D,,,A,A
16497,A,A,A,A,F,A,A,A,D,,D,A,,A,A,A
16499,,D,,D,,A,A,A,F,A,D,D,D,A,,A
16500,A,A,A,D,A,A,D,C,,A,D,,A,A,,A
16502,D,A,A,D,A,D,D,D,,A,,D,D,A,D,A
16503,,A,,,A,,A,A,A,A,A,D,A,A,A,
16504,F,,,,D,D,D,F,A,,,D,D,A,A,F
16506,F,,A,A,A,A,A,,A,A,A,,A,,A,D
16507,D,F,,A,A,,A,D,D,A,A,A,A,D,D,
16510,D,A,,D,A,D,,F,D,D,A,A,D,A,,A
16512,,,F,A,F,,A,A,A,,D,A,D,A,,A
16513,D,D,,A,A,F,A,D,F,A,D,A,,,,F
16516,,A,D,D,C,F,,D,A,A,A,D,,D,A,A
16517,,D,A,A,C,D,A,A,A,,A,C,,A,D,
16518,A,D,C,D,A,D,D,A,A,F,,A,D,A,A,A
16519,D,D,A,D,A,D,D,,D,A,A,,,,A,F
16520,D,A,D,D,A,A,D,D,A,A,,D,,D,D,
16522,D,A,A,C,,,,C,A,A,A,A,A,F,A,
16523,A,A,D,A,A,A,A,A,F,A,D,D,F,A,C,D
16524,A,A,A,F,F,D,A,D,A,A,A,A,A,A,A,D
16527,F,A,A,A,A,D,A,A,A,A,C,,A,,,A
16529,D,A,D,A,A,A,D,A,,A,A,D,A,D,F,
16531,A,D,,A,D,A,,A,A,D,D,C,D,,,A
16533,F,A,A,A,D,A,A,A,D,A,D,,A,D,,D
16538,D,D,D,A,D,A,A,A,,A,A,,,,D,A
16542,A,D,A,D,A,,A,A,,A,A,F,D,A,,A
16543,,D,C,D,D,A,A,A,D,A,A,D,A,A,A,F
16546,D,A,D,A,A,A,A,A,,A,D,D,A,A,D,
16550,,,A,A,A,,D,,A,A,A,A,F,A,D,
16552,A,,A,D,D,A,D,A,A,,A,,D,A,C,D
16553,A,A,D,D,,,A,A,,A,A,A,D,A,D,A
16555,A,A,A,A,,A,,F,,,D,D,F,,A,A
16561,A,A,,,C,D,D,A,A,F,,F,D,A,A,D
16562,D,A,,A,A,D,F,,D,A,F,A,A,A,D,
16563,,A,D,,A,,D,F,D,A,D,A,D,A,A,D
16564,A,A,F,D,D,,A,D,D,,F,,F,A,,
16565,,A,D,D,D,F,A,,A,A,A,D,,A,A,A
16566,D,A,A,D,A,A,,D,F,,D,D,A,,A,D
16567,C,,A,D,A,F,,F,A,,A,A,A,,D,D
16568,A,F,A,,F,,A,,,A,,D,D,F,F,A
16569,,D,F,,,A,A,D,A,A,,A,,A,,A
16570,A,A,A,,A,F,,D,A,D,A,,A,F,A,F
16572,A,D,A,,D,D,A,D,,A,A,A,A,,,
16573,,A,A,D,D,,F,D,A,,A,,,,A,A
16574,,F,,A,A,D,A,,A,D,A,D,A,D,C,A
16575,F,,D,D,A,,A,A,D,A,D,A,A,A,D,A
16577,,D,A,F,D,F,,F,,,A,,D,F,A,D
16578,A,,D,D,D,A,,,A,,D,D,A,,A,
16579,,,F,A,A,D,,A,,A,A,C,A,D,,A
16582,A,,A,A,D,A,,D,A,A,D,A,F,D,A,A
16585,A,D,D,D,D,D,,A,D,F,A,D,A,F,A,A
16587,A,,D,A,D,,F,A,,,A,A,D,C,,D
16589,A,D,,A,A,,D,D,,A,D,A,A,,A,D
16590,,F,A,A,A,D,A,A,D,A,D,D,,A,,
16595,A,,A,D,A,A,,F,D,,,,C,D,D,A
16596,D,,,A,A,,D,A,A,F,A,A,F,D,,
16597,A,A,,A,D,F,D,A,A,A,A,A,D,A,D,
16599,A,,A,A,D,D,A,,,D,A,D,A,A,A,
16600,D,D,A,A,D,A,D,D,,A,A,D,A,A,A,A
16601,D,,A,D,A,F,,D,A,A,A,,A,A,,A
16603,,,A,,,D,F,,D,D,A,D,,,D,F
16604,A,D,C,,,A,A,A,A,A,F,D,D,,A,A
16606,A,A,,A,,A,D,,A,D,A,F,A,A,D,
16608,A,A,A,A,A,A,A,A,A,,D,,A,D,D,D
16609,A,D,F,,D,,A,F,A,A,D,F,A,A,F,
16611,A,A,,A,F,A,,D,D,A,A,A,A,D,D,
16616,A,D,D,D,A,A,,A,D,F,,A,,C,D,
16617,,,F,C,A,A,,A,A,D,A,D,A,A,,D
16618,A,D,A,,A,A,A,A,,A,D,A,A,A,,D
16619,D,A,F,D,A,D,F,D,D,F,A,D,,,D,
16621,,D,A,D,A,A,D,,D,,C,A,A,A,,A
16622,A,D,,A,,A,A,,A,F,D,A,A,A,F,
16628,D,A,A,A,D,D,A,F,A,C,,,A,A,,F
16631,A,A,,D,A,A,A,A,A,A,,A,F,D,D,A
16633,A,D,D,A,,D,D,D,D,,D,,A,A,A,A
16641,D,A,D,D,,D,F,D,D,D,A,,D,,A,
16643,A,D,D,A,A,A,D,A,D,A,D,,,,D,A
16644,D,A,,A,D,D,A,D,D,A,D,A,A,A,A,D
16645,A,,A,D,D,A,D,A,D,D,,A,,,D,C
16648,,,D,A,D,F,A,A,F,,A,A,A,D,A,D
16649,A,A,A,A,A,,F,,,F,,D,D,A,A,F
16651,A,D,A,,A,,A,D,,D,,D,D,A,A,D
16654,A,A,A,A,,C,D,D,A,A,,A,A,D,A,
16656,F,A,D,A,D,A,D,A,A,,C,A,A,,A,C
16658,,,D,,D,,A,A,,,A,C,A,A,D,
16659,F,D,D,D,A,A,A,A,F,A,A,D,D,D,F,A
16660,A,,A,F,,D,A,F,A,A,,A,,D,A,D
16663,A,A,A,D,A,A,D,,A,D,A,A,,A,F,
16665,,D,D,A,A,A,,,A,D,C,D,A,A,A,A
16666,D,A,A,A,F,D,C,A,A,A,A,,A,A,D,D
16668,A,D,D,,D,A,D,,A,,F,,,,D,
16671,D,A,,A,,,A,A,A,D,A,A,D,,A,
16672,A,,A,A,,A,A,A,,,A,D,A,D,,A
16673,D,,D,A,A,D,D,,A,,D,A,D,,,
16674,D,D,A,,A,A,A,F,D,D,,A,,,,D
16676,,,D,A,D,A,A,A,A,D,,A,,A,,A
16677,A,A,,A,D,A,A,F,A,A,,D,A,A,A,
16678,F,,A,A,A,,A,A,A,F,,F,A,D,,
16681,F,A,D,D,D,A,D,D,,A,A,A,A,A,A,
16685,D,D,A,A,D,,A,,A,A,,A,A,D,A,
16687,A,A,,D,A,D,A,A,A,D,,,D,D,D,A
16689,A,F,,,F,F,A,D,A,A,D,A,A,A,D,A
16690,A,D,A,A,A,A,D,A,,A,D,,A,,A,F
16691,A,,A,,D,D,A,A,,F,D,A,A,,D,A
16693,A,,,A,,A,A,D,,A,,,D,A,A,D
16694,A,D,A,,A,A,D,D,D,D,C,A,,A,A,A
16695,C,F,,A,,A,D,A,D,D,D,D,A,D,C,
16697,D,A,D,F,,A,D,D,A,,A,F,,A,D,A
16699,,D,,C,D,D,,D,D,A,D,A,A,A,A,
16701,,D,A,D,D,,D,A,A,A,D,,A,A,F,D
16703,A,D,A,A,D,D,,D,A,,A,C,A,A,A,
16709,D,D,A,,F,A,A,D,A,A,D,,A,D,A,
16713,,A,,,F,A,D,A,A,D,A,A,,D,A,A
16714,D,A,,,A,A,,D,,D,D,A,,,D,
16715,,A,A,,D,A,D,D,D,D,D,D,,,A,A
16717,D,A,A,D,A,D,,A,F,A,D,F,A,,F,A
16718,A,A,A,D,A,D,A,A,D,D,A,,,A,D,A
16719,,A,D,,A,A,A,A,A,A,D,A,,,A,A
16721,,F,C,F,,D,A,A,A,,,F,A,A,D,A
16723,C,,D,,D,,D,,A,A,F,A,A,,D,A
16724,A,C,A,D,A,A,A,A,A,F,A,D,,A,A,D
16726,,,A,D,,,A,A,A,D,A,D,A,D,F,D
16727,D,A,A,D,D,A,D,,A,D,D,D,D,,A,D
16728,A,A,A,,A,,,A,A,A,A,,,F,D,
16729,A,,A,D,D,F,,A,F,D,A,A,A,,D,A
16730,D,D,,A,,D,D,D,D,,D,A,A,A,A,
16732,D,C,A,A,D,D,A,,C,A,A,A,A,A,A,A
16733,,A,,D,,A,A,A,D,A,C,A,F,,A,A
16734,F,D,A,A,A,A,D,,,A,A,,,A,D,A
16735,,D,A,F,A,A,A,A,F,A,C,D,A,A,D,A
16736,A,A,D,A,D,D,D,D,F,A,A,,F,D,A,A
16737,A,A,A,A,A,D,D,A,D,A,A,D,D,A,,D
16738,A,D,A,D,,A,D,A,D,D,D,D,D,,A,
16739,D,A,A,,A,A,,A,A,D,A,F,A,D,A,
16740,D,,A,A,A,A,A,A,,D,A,A,A,D,A,A
16741,,A,D,,A,D,D,A,D,,,A,A,A,A,A
16744,,A,A,D,A,D,D,,D,,A,A,A,D,A,
16745,A,A,A,D,F,,A,A,A,C,A,A,,,,A
16746,,A,D,A,D,,D,D,F,D,A,F,D,A,A,A
16747,A,,D,F,D,F,,A,A,F,A,F,A,A,A,A
16748,A,,F,D,A,A,A,A,F,A,,D,A,A,D,A
16751,A,A,A,A,A,D,A,,,A,A,A,A,A,A,A
16752,D,A,D,A,A,,A,D,A,A,D,A,F,A,C,
16753,A,A,D,A,A,A,D,A,A,,A,D,A,A,F,
16754,F,A,,A,F,A,A,A,A,D,A,A,A,A,A,
16758,A,A,A,A,D,,D,A,A,D,A,A,,A,F,D
16759,D,A,F,,A,D,D,,,,D,C,A,D,D,A
16760,D,D,D,F,D,D,F,A,A,,D,A,A,,A,D
16761,D,A,D,D,A,F,A,,,,A,A,,,F,A
16762,A,A,,F,D,A,A,A,A,D,F,,D,A,A,D
16765,A,A,A,D,D,A,D,A,F,A,D,A,A,C,A,A
16767,A,A,D,,A,A,A,D,A,D,,A,,D,,A
16769,,D,A,,D,,A,A,,D,F,A,D,D,,A
16772,D,A,A,D,D,,C,A,,D,D,D,F,A,D,A
16774,A,A,A,D,D,D,A,A,A,,,D,A,F,A,
16775,A,,A,F,,,A,A,A,A,A,A,,A,A,A
16779,,A,F,,,D,,,,A,,D,,A,A,D
16780,D,D,D,,A,F,A,D,D,D,A,,A,D,A,D
16781,A,D,,A,A,,A,,F,A,A,,A,,D,A
16782,A,D,A,A,D,,,D,A,A,A,A,D,A,A,D
16784,,A,A,A,A,A,,A,A,A,,,D,A,D,
16786,,,,,A,D,A,A,A,D,D,,A,A,A,A
16788,A,,A,,,A,,A,,,D,A,A,D,A,A
16789,A,,A,D,A,A,D,D,F,,D,A,D,F,F,D
16790,D,A,A,D,,A,D,F,A,D,F,C,,D,,A
16791,A,A,F,A,A,A,A,D,D,F,A,F,,A,,A
16792,,,A,D,A,D,D,D,D,,F,F,,D,,A
16799,A,D,A,A,,D,A,A,A,A,D,F,A,C,D,A
16809,,,D,A,A,D,A,,D,F,D,A,D,F,A,A
16810,D,D,F,,,D,A,,A,,A,A,F,A,D,D
16812,A,A,A,A,A,A,,,A,A,A,D,D,,D,
16814,A,A,D,D,,A,A,A,A,,A,D,,C,F,A
16816,A,D,F,,D,D,,F,A,F,,,A,D,A,A
16817,A,A,,A,D,F,D,A,,A,,A,F,D,D,D
16818,D,F,,A,,,,A,A,,F,A,A,A,,D
16821,A,A,D,,A,A,D,A,D,D,A,D,F,D,A,F
16822,A,D,A,A,A,D,A,A,,,A,A,D,A,A,A
16824,A,,,D,A,A,A,A,D,D,A,A,A,D,,
16826,,D,A,,D,D,A,D,A,D,,D,A,A,A,D
16827,A,A,A,,A,A,,A,A,A,A,A,,D,A,A
16828,A,A,D,A,,A,A,D,,,D,A,D,A,A,A
16830,A,,A,A,,F,,,A,F,A,A,A,A,D,A
16832,D,A,,D,,D,F,F,A,A,A,A,A,,A,F
16833,,,A,,A,A,D,A,,A,A,A,D,D,,
16835,A,A,,,,D,A,D,A,A,A,A,A,A,A,A
16836,A,A,A,D,,D,A,D,,A,,D,,D,A,F
16837,A,A,,,A,D,A,D,,,A,,,D,A,A
16839,A,F,D,,A,,,A,D,A,,A,D,A,F,
16840,D,,,D,D,,,,A,D,A,A,D,,C,
16845,,D,,,A,A,D,A,,,,A,A,D,A,A
16846,A,D,D,A,A,D,A,,D,,D,D,A,A,,D
16847,A,,D,A,A,,D,D,A,A,,A,D,,A,A
16850,D,,D,A,D,,D,D,D,,,D,,D,A,A
16851,A,F,,D,,D,A,A,,,D,,D,F,D,D
16852,,A,,D,A,D,A,,A,A,A,,A,A,,
16854,D,D,A,A,D,A,D,A,,C,F,A,,A,,A
16856,A,A,D,D,D,A,A,A,,,A,A,A,A,,A
16857,A,D,D,A,D,A,A,A,D,F,,D,D,A,A,A
16858,D,D,A,C,C,D,A,,D,,C,D,A,,A,D
